tn,yn,f(tn yn),y_n+1
0,2,0,2
1,2,1.47152,2
2,2,9.00281e-07,2
3,2,7.96761e-35,2
4,2,1.0586e-110,2
5,2,7.36171e-271,2
6,2,0,2
7,2,0,2
8,2,0,2
9,2,0,2
