tn,yn,f(tn yn),y_n+1
0,2,0,2
1,7.89965,22.9573,7.90194
2,17.5788,6.95503e-05,17.5788
3,17.5788,6.1553e-33,17.5788
4,17.5788,8.17812e-109,17.5788
5,17.5788,5.68722e-269,17.5788
6,17.5788,0,17.5788
7,17.5788,0,17.5788
8,17.5788,0,17.5788
9,17.5788,0,17.5788
