tn,yn,f(tn yn),y_n+1
0,2,0,2
1,7.89454,22.9277,7.89684
2,17.5544,6.93568e-05,17.5544
3,17.5544,6.13817e-33,17.5544
4,17.5544,8.15536e-109,17.5544
5,17.5544,5.67139e-269,17.5544
6,17.5544,0,17.5544
7,17.5544,0,17.5544
8,17.5544,0,17.5544
9,17.5544,0,17.5544
